label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,1-1-5736,1-1-5741,1-1-5786,1-1-5787,1-1-5789
,1744,1747,0,182.065948,12.292,0.059283,,C13-label-3,Mannose,Mannose,C6H12O6,1.152,1.257135,179.055939,0.00,3289.71,0.00,0.00,3884.66
,1748,1748,5,179.055939,12.227,0.841477,[M-H]-,C12 PARENT,Glucose,Glucose,C6H12O6,0.477,0.937397,179.055939,81039064.00,76294616.00,79976768.00,77118440.00,91068424.00
,1748,1749,2,180.059296,12.227,0.821290,,C13-label-1,Glucose,Glucose,C6H12O6,0.477,0.932174,179.055939,5454968.00,5047362.50,5413367.50,5282911.50,6173630.50
,1748,1750,5,181.062408,12.236,0.742062,,C13-label-2,Glucose,Glucose,C6H12O6,0.486,2.275383,179.055939,135338.61,140585.73,130403.38,119735.46,136336.48
,1748,1751,0,182.065948,12.292,0.059283,,C13-label-3,Glucose,Glucose,C6H12O6,0.542,1.257135,179.055939,0.00,3289.71,0.00,0.00,3884.66
,1752,1752,5,179.055939,12.227,0.828396,[M-H]-,C12 PARENT,inositol,inositol,C6H12O6,1.688,0.937397,179.055939,80897480.00,76137312.00,79759688.00,76936160.00,90827432.00
,1752,1753,2,180.059280,12.227,0.719712,,C13-label-1,inositol,inositol,C6H12O6,1.688,1.016917,179.055939,5445715.50,5036730.50,5399167.00,5270506.50,6157887.50
,1752,1754,0,181.062408,12.236,0.207227,,C13-label-2,inositol,inositol,C6H12O6,1.679,2.275383,179.055939,135338.61,140585.73,130403.38,119735.46,136336.48
,1752,1755,0,182.065948,12.292,0.059283,,C13-label-3,inositol,inositol,C6H12O6,1.623,1.257135,179.055939,0.00,3289.71,0.00,0.00,3884.66
,1756,1756,5,179.055939,12.227,0.841431,[M-H]-,C12 PARENT,Galactose,Galactose,C6H12O6,0.107,0.937397,179.055939,80976264.00,76258480.00,79909120.00,77088792.00,91017768.00
,1756,1757,2,180.059296,12.227,0.820720,,C13-label-1,Galactose,Galactose,C6H12O6,0.107,0.932174,179.055939,5454968.00,5047362.50,5413367.50,5282911.50,6173630.50
,1756,1758,5,181.062408,12.236,0.741039,,C13-label-2,Galactose,Galactose,C6H12O6,0.116,2.275383,179.055939,135338.61,140585.73,130403.38,119735.46,136336.48
,1756,1759,0,182.065948,12.292,0.059283,,C13-label-3,Galactose,Galactose,C6H12O6,0.172,1.257135,179.055939,0.00,3289.71,0.00,0.00,3884.66
,1760,1760,3,179.071213,2.546,0.658049,[M-H]-,C12 PARENT,3-(3-Methoxyphenyl)propionic acid,3-(3-Methoxyphenyl)propionic acid,C10H12O3,0.324,0.852107,179.071213,36696.28,60595.36,60153.83,20939.47,53110.17
,1760,1761,0,188.100784,2.647,0.128862,,C13-label-9,3-(3-Methoxyphenyl)propionic acid,3-(3-Methoxyphenyl)propionic acid,C10H12O3,0.223,4.137117,179.071213,0.00,13846.26,5175.57,5141.72,8850.74
,1762,1762,4,177.040207,5.647,0.685301,[M-H]-,C12 PARENT,L-Gulonolactone isomer,L-Gulonolactone isomer,C6H10O6,1.390,1.465198,177.040207,446832.50,329649.47,313717.75,382234.28,291982.09
,1763,1763,1,172.097763,6.992,0.641879,[M-H]-,C12 PARENT,N-acetyl-leucine,N-acetyl-leucine,C8H15NO3,0.099,0.886634,172.097763,11791.34,11069.82,11810.99,10444.89,14352.29
,1764,1764,5,172.991135,2.112,0.811529,[M-H]-,C12 PARENT,Phenol sulphate,Phenol sulphate,C6H6O4S,0.003,1.587698,172.991135,7160368.50,10191900.00,8017492.50,14682257.00,16015551.00
,1764,1765,4,173.994507,2.122,0.831666,,C13-label-1,Phenol sulphate,Phenol sulphate,C6H6O4S,0.013,1.403149,172.991135,459079.34,641374.94,557332.00,923652.19,1094290.00
,1764,1766,1,174.997772,2.147,0.728859,,C13-label-2,Phenol sulphate,Phenol sulphate,C6H6O4S,0.038,1.918269,172.991135,7600.60,8208.17,7908.91,12214.18,18028.26
,1767,1767,4,173.008759,5.355,0.823143,[M-H]-,C12 PARENT,Dehydroascorbic acid isomer,Dehydroascorbic acid isomer,C6H6O6,1.150,2.381303,173.008759,83886.12,56504.12,55970.94,29612.77,53797.43
,1768,1768,3,173.008911,7.232,0.724747,[M-H]-,C12 PARENT,Dehydroascorbic acid,Dehydroascorbic acid,C6H6O6,0.042,1.499339,173.008911,663156.06,51730.41,789748.50,233158.50,99215.34
,1768,1769,0,175.015976,7.856,0.054101,,C13-label-2,Dehydroascorbic acid,Dehydroascorbic acid,C6H6O6,0.666,0.610296,173.008911,656.61,0.00,0.00,0.00,0.00
,1770,1770,5,173.008911,13.216,0.830330,[M-H]-,C12 PARENT,aconitate,aconitate,C6H6O6,0.676,1.499339,173.008911,14816943.00,11236829.00,12895693.00,9654047.00,11118393.00
,1770,1771,3,174.012253,13.211,0.704664,,C13-label-1,aconitate,aconitate,C6H6O6,0.681,1.490694,173.008911,980836.19,720524.75,836485.94,597058.19,700710.81
,1770,1772,1,175.015518,13.216,0.743460,,C13-label-2,aconitate,aconitate,C6H6O6,0.676,2.005259,173.008911,10659.72,7068.50,21912.76,8353.75,10116.35
,1773,1773,4,173.045410,12.147,0.732025,[M-H]-,C12 PARENT,shikimate,shikimate,C7H10O5,0.647,0.793601,173.045410,63449.30,63240.69,57533.29,23457.84,50227.52
,1774,1774,5,173.056549,10.951,0.845576,[M-H]-,C12 PARENT,N-Acetylasparagine,N-Acetylasparagine,C6H10N2O4,0.311,1.322582,173.056549,14092.78,10843.22,12606.33,12357.71,16362.29
,1775,1775,4,173.056473,13.022,0.846012,[M-H]-,C12 PARENT,Formimino-L-glutamic acid,Formimino-L-glutamic acid,C6H10N2O4,0.465,1.763443,173.056473,16720.92,5663.25,3695.50,5684.78,17238.65
,1776,1776,3,173.071808,4.036,0.836814,[M-H]-,C12 PARENT,Indole-3-acetamide,Indole-3-acetamide,C10H10N2O,0.185,1.322466,173.071808,119521.19,56708.86,148394.58,45542.18,38706.54
,1776,1777,0,174.075119,4.027,0.259014,,C13-label-1,Indole-3-acetamide,Indole-3-acetamide,C10H10N2O,0.194,1.577812,173.071808,10031.80,1537.60,12080.82,6199.73,1604.86
,1776,1778,0,176.082764,3.972,0.055125,,C13-label-3,Indole-3-acetamide,Indole-3-acetamide,C10H10N2O,0.249,3.812919,173.071808,965.28,0.00,0.00,0.00,0.00
,1776,1779,0,179.092178,4.040,0.052435,,C13-label-6,Indole-3-acetamide,Indole-3-acetamide,C10H10N2O,0.181,0.085201,173.071808,0.00,0.00,915.20,0.00,0.00
,1776,1780,0,181.098022,3.982,0.055946,,C13-label-8,Indole-3-acetamide,Indole-3-acetamide,C10H10N2O,0.239,4.718374,173.071808,1302.67,0.00,686.36,0.00,0.00
,1781,1781,3,173.081696,3.614,0.669140,[M-H]-,C12 PARENT,Suberic acid,Suberic acid,C8H14O4,0.694,1.410549,173.081696,238781.69,91874.74,101904.90,95487.12,174905.20
,1781,1782,0,174.085052,3.596,0.198316,,C13-label-1,Suberic acid,Suberic acid,C8H14O4,0.676,1.314768,173.081696,12517.28,10882.05,9982.06,3109.50,19031.23
,1783,1783,5,173.092880,13.336,0.837014,[M-H]-,C12 PARENT,VaL-Gly,VaL-Gly,C7H14N2O3,0.319,1.674919,173.092880,888467.94,800805.69,732596.25,558145.19,714006.44
,1783,1784,5,174.096283,13.341,0.829025,,C13-label-1,VaL-Gly,VaL-Gly,C7H14N2O3,0.314,1.314684,173.092880,64831.42,54561.97,44043.88,40737.75,46942.04
,1785,1785,3,175.051102,3.945,0.823451,[M-H]-,C12 PARENT,pemoline isomer,pemoline isomer,C9H8N2O2,1.627,1.133178,175.051102,7399.84,4122.65,20765.41,8102.02,3616.17
,1785,1786,0,183.077484,3.965,0.052996,,C13-label-8,pemoline isomer,pemoline isomer,C9H8N2O2,1.607,3.583868,175.051102,0.00,0.00,893.89,0.00,1160.33
,1787,1787,5,174.040604,12.616,0.832937,[M-H]-,C12 PARENT,N-acetyl-asp isomer,N-acetyl-asp isomer,C6H9NO5,0.186,1.139757,174.040604,5438480.00,4879995.50,5804078.00,4047223.25,5312603.50
,1787,1788,5,175.043976,12.616,0.730355,,C13-label-1,N-acetyl-asp isomer,N-acetyl-asp isomer,C6H9NO5,0.186,0.958882,174.040604,358441.91,315195.84,383149.16,264756.12,341818.78
,1787,1789,2,176.047211,12.633,0.781026,,C13-label-2,N-acetyl-asp isomer,N-acetyl-asp isomer,C6H9NO5,0.203,1.646811,174.040604,6217.80,6323.49,7673.19,2752.80,3902.13
,1787,1790,0,178.054230,12.677,0.153942,,C13-label-4,N-acetyl-asp isomer,N-acetyl-asp isomer,C6H9NO5,0.247,0.085697,174.040604,2155.37,3025.50,2071.16,2221.62,1004.26
,1791,1791,5,174.040604,12.616,0.833540,[M-H]-,C12 PARENT,N-acetyl-aspartate,N-acetyl-aspartate,C6H9NO5,0.735,1.139757,174.040604,5441050.50,4879995.50,5806446.00,4047223.25,5314655.00
,1791,1792,5,175.043976,12.616,0.733646,,C13-label-1,N-acetyl-aspartate,N-acetyl-aspartate,C6H9NO5,0.735,0.958882,174.040604,358441.91,315195.84,383149.16,264756.12,341818.78
,1791,1793,2,176.047211,12.633,0.781026,,C13-label-2,N-acetyl-aspartate,N-acetyl-aspartate,C6H9NO5,0.718,1.646811,174.040604,6217.80,6323.49,7673.19,2752.80,3902.13
,1791,1794,0,178.054230,12.677,0.153942,,C13-label-4,N-acetyl-aspartate,N-acetyl-aspartate,C6H9NO5,0.674,0.085697,174.040604,2155.37,3025.50,2071.16,2221.62,1004.26
,1795,1795,5,174.055817,3.888,0.762303,[M-H]-,C12 PARENT,Indole-3-acetic acid ,Indole-3-acetic acid ,C10H9NO2,0.888,1.314989,174.055817,111198.15,76315.92,103546.54,83163.57,91717.52
,1795,1796,1,175.059158,3.883,0.754664,,C13-label-1,Indole-3-acetic acid ,Indole-3-acetic acid ,C10H9NO2,0.883,1.394616,174.055817,8488.72,9492.88,10617.08,6233.73,3950.48
,1797,1797,2,174.076950,7.261,0.753536,[M-H]-,C12 PARENT,hydroxyvalerylglycine,hydroxyvalerylglycine,C7H13NO4,1.539,1.314830,174.076950,23818.17,12509.22,13177.84,4176.36,14159.56
,1798,1798,5,174.088196,13.822,0.833210,[M-H]-,C12 PARENT,citrulline,citrulline,C6H13N3O3,0.207,1.227095,174.088196,5343549.50,5260200.50,6530857.50,4519794.00,5833667.50
,1798,1799,4,175.091537,13.822,0.721498,,C13-label-1,citrulline,citrulline,C6H13N3O3,0.207,1.307211,174.088196,362197.84,335526.69,429354.25,302784.25,329216.78
,1798,1800,2,176.094681,13.836,0.618254,,C13-label-2,citrulline,citrulline,C6H13N3O3,0.221,2.512874,174.088196,8205.59,7674.16,8388.62,5245.95,8773.56
,1801,1801,3,175.024597,12.022,0.802148,[M-H]-,C12 PARENT,ascorbic acid,ascorbic acid,C6H8O6,1.562,1.220530,175.024597,8658.07,4381.51,7587.94,5577.09,12746.94
,1801,1802,0,180.041382,11.895,0.078007,,C13-label-5,ascorbic acid,ascorbic acid,C6H8O6,1.435,1.101769,175.024597,8646.38,7521.95,3190.55,5578.27,0.00
,1803,1803,5,175.024551,13.245,0.836025,[M-H]-,C12 PARENT,D-Glucuronolactone isomer,D-Glucuronolactone isomer,C6H8O6,0.422,1.482072,175.024551,3653303.75,2450478.75,2794825.50,700075.69,2484885.25
,1803,1804,5,176.027908,13.241,0.828180,,C13-label-1,D-Glucuronolactone isomer,D-Glucuronolactone isomer,C6H8O6,0.418,1.473624,175.024551,242205.62,155966.11,174941.88,47956.08,168213.02
,1805,1805,5,175.024551,13.245,0.835893,[M-H]-,C12 PARENT,Tricarballylic acid,Tricarballylic acid,C6H8O6,0.505,1.482072,175.024551,3648884.00,2447551.25,2791187.00,700075.69,2481229.25
,1805,1806,5,176.027908,13.241,0.828180,,C13-label-1,Tricarballylic acid,Tricarballylic acid,C6H8O6,0.509,1.473624,175.024551,242205.62,155966.11,174941.88,47956.08,168213.02
,1807,1807,3,175.035843,13.058,0.823259,[M-H]-,C12 PARENT,N-carbamoyl-asp (Ureidosuccinic acid),N-carbamoyl-asp (Ureidosuccinic acid),C5H8N2O5,0.202,1.133277,175.035843,12808.05,4282.36,9955.01,4922.38,14497.97
,1807,1808,0,176.038528,12.987,0.046958,,C13-label-1,N-carbamoyl-asp (Ureidosuccinic acid),N-carbamoyl-asp (Ureidosuccinic acid),C5H8N2O5,0.273,4.940661,175.035843,0.00,0.00,492.61,0.00,0.00
,1809,1809,5,173.092880,13.336,0.837028,[M-H]-,C12 PARENT,N-acetyl-ornithine,N-acetyl-ornithine,C7H14N2O3,0.271,1.674919,173.092880,888467.94,800805.69,732596.25,558145.19,714006.44
,1809,1810,5,174.096283,13.341,0.829025,,C13-label-1,N-acetyl-ornithine,N-acetyl-ornithine,C7H14N2O3,0.276,1.314684,173.092880,64831.42,54561.97,44043.88,40737.75,46942.04
,1811,1811,2,151.051071,4.235,0.837996,[M-H]-,C12 PARENT,N1-Methyl-4-pyridone-3-carboxamide,N1-Methyl-4-pyridone-3-carboxamide,C7H8N2O2,0.960,1.515259,151.051071,14647.67,28525.66,39161.79,26764.84,14670.91
,1811,1812,0,154.062012,4.460,0.056733,,C13-label-3,N1-Methyl-4-pyridone-3-carboxamide,N1-Methyl-4-pyridone-3-carboxamide,C7H8N2O2,0.735,4.159830,151.051071,0.00,0.00,3658.92,0.00,0.00
,1813,1813,4,151.051102,4.470,0.823191,[M-H]-,C12 PARENT,N1-Methyl-4-pyridone-3-carboxamide (1),N1-Methyl-4-pyridone-3-carboxamide,C7H8N2O2,1.092,1.313224,151.051102,14647.67,28525.66,39161.79,26764.84,18984.48
,1814,1814,1,152.071564,7.765,0.612466,[M-H]-,C12 PARENT,Dopamine ,Dopamine ,C8H11NO2,0.335,0.903055,152.071564,3325.12,2998.39,3747.56,5841.65,4122.56
,1814,1815,0,155.082336,8.122,0.054005,,C13-label-3,Dopamine ,Dopamine ,C8H11NO2,0.022,3.640500,152.071564,767.96,0.00,1512.46,806.01,2837.63
,1816,1816,5,153.019135,2.117,0.830616,[M-H]-,C12 PARENT,2_6-Dihydroxybenzoic acid,2_6-Dihydroxybenzoic acid,C7H6O4,0.117,1.296335,153.019135,8129560.50,5323127.50,6971327.50,3673486.00,10427273.00
,1816,1817,5,154.022491,2.117,0.835051,,C13-label-1,2_6-Dihydroxybenzoic acid,2_6-Dihydroxybenzoic acid,C7H6O4,0.117,1.287890,153.019135,632242.31,405932.09,513801.09,280340.91,776815.69
,1816,1818,1,155.025879,2.122,0.549864,,C13-label-2,2_6-Dihydroxybenzoic acid,2_6-Dihydroxybenzoic acid,C7H6O4,0.122,1.082700,153.019135,18884.42,6222.61,11057.78,6827.03,16764.75
,1816,1819,0,156.030045,2.074,0.054565,,C13-label-3,2_6-Dihydroxybenzoic acid,2_6-Dihydroxybenzoic acid,C7H6O4,0.074,4.107361,153.019135,2246.01,5029.65,6212.53,5835.24,6919.85
,1820,1820,5,153.019135,2.117,0.830616,[M-H]-,C12 PARENT,3_5-Dihydroxybenzoic acid,3_5-Dihydroxybenzoic acid,C7H6O4,0.117,1.296335,153.019135,8129560.50,5323127.50,6971327.50,3673486.00,10427273.00
,1820,1821,5,154.022491,2.117,0.835051,,C13-label-1,3_5-Dihydroxybenzoic acid,3_5-Dihydroxybenzoic acid,C7H6O4,0.117,1.287890,153.019135,632242.31,405932.09,513801.09,280340.91,776815.69
,1820,1822,1,155.025879,2.122,0.549864,,C13-label-2,3_5-Dihydroxybenzoic acid,3_5-Dihydroxybenzoic acid,C7H6O4,0.122,1.082700,153.019135,18884.42,6222.61,11057.78,6827.03,16764.75
,1820,1823,0,156.030045,2.074,0.054565,,C13-label-3,3_5-Dihydroxybenzoic acid,3_5-Dihydroxybenzoic acid,C7H6O4,0.074,4.107361,153.019135,2246.01,5029.65,6212.53,5835.24,6919.85
,1824,1824,5,153.019135,2.117,0.830599,[M-H]-,C12 PARENT,Dihydroxybenzoic acid,Dihydroxybenzoic acid,C7H6O4,0.008,1.296335,153.019135,8129560.50,5323127.50,6971327.50,3673570.00,10427553.00
,1824,1825,5,154.022491,2.117,0.835051,,C13-label-1,Dihydroxybenzoic acid,Dihydroxybenzoic acid,C7H6O4,0.008,1.287890,153.019135,632242.31,405932.09,513801.09,280340.91,776815.69
,1824,1826,1,155.025879,2.122,0.549864,,C13-label-2,Dihydroxybenzoic acid,Dihydroxybenzoic acid,C7H6O4,0.013,1.082700,153.019135,18884.42,6222.61,11057.78,6827.03,16764.75
,1824,1827,0,156.030045,2.074,0.054557,,C13-label-3,Dihydroxybenzoic acid,Dihydroxybenzoic acid,C7H6O4,0.035,4.107361,153.019135,2246.01,5029.65,6212.53,5835.24,6919.85
,1828,1828,5,153.019135,2.117,0.830568,[M-H]-,C12 PARENT,2_3-Dihydroxybenzoic acid,2_3-Dihydroxybenzoic acid,C7H6O4,0.403,1.296335,153.019135,8131185.50,5325355.50,6973998.00,3674688.75,10429411.00
,1828,1829,5,154.022491,2.117,0.835051,,C13-label-1,2_3-Dihydroxybenzoic acid,2_3-Dihydroxybenzoic acid,C7H6O4,0.403,1.287890,153.019135,632242.31,405932.09,513801.09,280340.91,776815.69
,1828,1830,1,155.025879,2.122,0.549864,,C13-label-2,2_3-Dihydroxybenzoic acid,2_3-Dihydroxybenzoic acid,C7H6O4,0.398,1.082700,153.019135,18884.42,6222.61,11057.78,6827.03,16764.75
,1828,1831,0,156.030045,2.074,0.054538,,C13-label-3,2_3-Dihydroxybenzoic acid,2_3-Dihydroxybenzoic acid,C7H6O4,0.446,4.107361,153.019135,2246.01,5029.65,6212.53,5835.24,6919.85
,1832,1832,5,153.019135,2.117,0.830568,[M-H]-,C12 PARENT,Gentisic acid,Gentisic acid,C7H6O4,0.413,1.296335,153.019135,8131185.50,5325355.50,6974061.50,3674688.75,10429411.00
,1832,1833,5,154.022491,2.117,0.835051,,C13-label-1,Gentisic acid,Gentisic acid,C7H6O4,0.413,1.287890,153.019135,632242.31,405932.09,513801.09,280340.91,776815.69
,1832,1834,1,155.025879,2.122,0.549864,,C13-label-2,Gentisic acid,Gentisic acid,C7H6O4,0.408,1.082700,153.019135,18884.42,6222.61,11057.78,6827.03,16764.75
,1832,1835,0,156.030045,2.074,0.054538,,C13-label-3,Gentisic acid,Gentisic acid,C7H6O4,0.456,4.107361,153.019135,2246.01,5029.65,6212.53,5835.24,6919.85
,1836,1836,2,163.039932,4.097,0.725506,[M-H]-,C12 PARENT,2-Oxo-3-phenylpropanoic acid,2-Oxo-3-phenylpropanoic acid,C9H8O3,1.097,0.842303,163.039932,1168307.38,457528.88,3315296.25,365415.75,831412.94
,1836,1837,0,164.043320,4.102,0.319485,,C13-label-1,2-Oxo-3-phenylpropanoic acid,2-Oxo-3-phenylpropanoic acid,C9H8O3,1.102,0.651117,163.039932,135613.67,39580.90,342492.66,43996.69,77836.70
,1836,1838,0,165.046707,4.157,0.056281,,C13-label-2,2-Oxo-3-phenylpropanoic acid,2-Oxo-3-phenylpropanoic acid,C9H8O3,1.157,0.462256,163.039932,0.00,0.00,5693.26,0.00,0.00
,1836,1839,0,168.056564,4.102,0.096666,,C13-label-5,2-Oxo-3-phenylpropanoic acid,2-Oxo-3-phenylpropanoic acid,C9H8O3,1.102,1.634317,163.039932,15250.64,2401.17,8065.75,3154.32,39243.70
,1840,1840,5,154.062103,14.261,0.848412,[M-H]-,C12 PARENT,histidine (1),histidine,C6H9N3O2,0.021,0.594258,154.062103,8772.82,8697.70,14025.76,11749.04,23084.98
,1840,1841,0,155.065414,14.267,0.055496,,C13-label-1,histidine (1),histidine,C6H9N3O2,0.027,0.885620,154.062103,0.00,1756.20,1163.37,1144.41,1106.68
,1840,1842,0,157.072784,14.292,0.054231,,C13-label-3,histidine (1),histidine,C6H9N3O2,0.052,3.302931,154.062103,0.00,0.00,0.00,0.00,1343.31
,1843,1843,5,154.062103,14.261,0.848501,[M-H]-,C12 PARENT,histidine,histidine,C6H9N3O2,0.745,0.594258,154.062103,8772.82,8697.70,14025.76,11749.04,23084.98
,1843,1844,0,155.065414,14.267,0.055496,,C13-label-1,histidine,histidine,C6H9N3O2,0.751,0.885620,154.062103,0.00,1756.20,1163.37,1144.41,1106.68
,1843,1845,0,157.072784,14.292,0.054231,,C13-label-3,histidine,histidine,C6H9N3O2,0.776,3.302931,154.062103,0.00,0.00,0.00,0.00,1343.31
,1846,1846,1,155.009552,6.083,0.529414,[M-H]-,C12 PARENT,orotate,orotate,C5H4N2O4,1.767,1.771876,155.009552,94670.66,85871.28,72323.52,61648.67,57883.89
,1847,1847,2,156.066483,6.892,0.564176,[M-H]-,C12 PARENT,Tiglylglycine,Tiglylglycine,C7H11NO3,0.214,0.879939,156.066483,17451.66,14863.12,16003.88,12126.96,19338.38
,1847,1848,0,157.069824,7.471,0.052168,,C13-label-1,Tiglylglycine,Tiglylglycine,C7H11NO3,0.365,0.971464,156.066483,0.00,0.00,746.18,0.00,0.00
,1847,1849,0,162.086044,6.936,0.054785,,C13-label-6,Tiglylglycine,Tiglylglycine,C7H11NO3,0.170,4.330424,156.066483,0.00,0.00,0.00,0.00,850.54
,1850,1850,4,156.102768,7.890,0.811580,[M-H]-,C12 PARENT,Homostachydrine isomer,Homostachydrine isomer,C8H15NO2,0.660,1.466223,156.102768,13026.64,23506.59,11769.37,13869.05,11734.79
,1850,1851,0,157.106232,8.721,0.209444,,C13-label-1,Homostachydrine isomer,Homostachydrine isomer,C8H15NO2,0.171,0.776992,156.102768,0.00,753.03,0.00,0.00,0.00
,1852,1852,1,153.091919,2.714,0.697130,[M-H]-,C12 PARENT,Allyl hexenoate isomer,Allyl hexenoate isomer,C9H14O2,1.487,1.196048,153.091919,33286.41,50061.13,20894.58,34436.97,35300.81
,1852,1853,0,154.095261,2.983,0.057061,,C13-label-1,Allyl hexenoate isomer,Allyl hexenoate isomer,C9H14O2,1.218,1.287282,153.091919,0.00,3172.15,0.00,0.00,0.00
,1854,1854,5,147.029739,12.599,0.825534,[M-H]-,C12 PARENT,2-hydroxyglutarate,2-hydroxyglutarate,C5H8O5,0.739,1.037802,147.029739,652965.25,597687.19,660885.25,437503.84,758352.69
,1854,1855,0,148.033157,12.616,0.439906,,C13-label-1,2-hydroxyglutarate,2-hydroxyglutarate,C5H8O5,0.722,0.618461,147.029739,31800.41,31650.53,26768.02,24299.84,42079.08
,1856,1856,5,147.029739,12.599,0.825535,[M-H]-,C12 PARENT,(R)-(-) Citramalic acid,(R)-(-) Citramalic acid,C5H8O5,0.901,1.037802,147.029739,650936.25,596844.94,658964.50,437121.59,759223.81
,1856,1857,0,148.033157,12.616,0.440719,,C13-label-1,(R)-(-) Citramalic acid,(R)-(-) Citramalic acid,C5H8O5,0.884,0.618461,147.029739,31800.41,31650.53,26768.02,24299.84,42079.08
,1858,1858,2,147.044983,2.992,0.718703,[M-H]-,C12 PARENT,Cinnamic acid,Cinnamic acid,C9H8O2,1.198,1.141464,147.044983,40570.47,29241.62,27234.59,19177.57,36843.40
,1858,1859,0,150.055832,3.015,0.116408,,C13-label-3,Cinnamic acid,Cinnamic acid,C9H8O2,1.175,4.067513,147.044983,8991.62,39311.78,13303.69,18563.70,27945.91
,1858,1860,0,155.071274,3.076,0.059769,,C13-label-8,Cinnamic acid,Cinnamic acid,C9H8O2,1.114,4.624711,147.044983,59733.78,47498.30,74056.43,0.00,0.00
,1861,1861,2,147.044983,2.992,0.718703,[M-H]-,C12 PARENT,4-Hydroxycinnamyl aldehyde,4-Hydroxycinnamyl aldehyde,C9H8O2,1.200,1.141464,147.044983,40570.47,29241.62,27234.59,19177.57,36843.40
,1861,1862,0,150.055832,3.015,0.116408,,C13-label-3,4-Hydroxycinnamyl aldehyde,4-Hydroxycinnamyl aldehyde,C9H8O2,1.177,4.067513,147.044983,8991.62,39311.78,13303.69,18563.70,27945.91
,1861,1863,0,155.071274,3.076,0.059769,,C13-label-8,4-Hydroxycinnamyl aldehyde,4-Hydroxycinnamyl aldehyde,C9H8O2,1.116,4.624711,147.044983,59733.78,47498.30,74056.43,0.00,0.00
,1864,1864,5,147.044983,9.039,0.814638,[M-H]-,C12 PARENT,trans-Cinnamate,trans-Cinnamate,C9H8O2,0.199,1.141464,147.044983,440423.34,355280.59,297280.00,245332.38,332149.28
,1864,1865,5,148.048355,9.010,0.712515,,C13-label-1,trans-Cinnamate,trans-Cinnamate,C9H8O2,0.170,1.030661,147.044983,40935.99,29288.20,23303.48,27261.18,29190.38
,1864,1866,0,149.051666,9.011,0.055456,,C13-label-2,trans-Cinnamate,trans-Cinnamate,C9H8O2,0.171,1.330840,147.044983,0.00,0.00,1091.17,891.79,0.00
,1867,1867,4,148.040253,4.003,0.760934,[M-H]-,C12 PARENT,Gentianadine isomer,Gentianadine isomer,C8H7NO2,0.173,1.030718,148.040253,590198.94,279883.16,453391.75,299275.09,447417.34
,1867,1868,3,149.043579,3.969,0.618898,,C13-label-1,Gentianadine isomer,Gentianadine isomer,C8H7NO2,0.207,1.228535,148.040253,47891.08,30761.10,33386.66,29971.46,39401.47
,1869,1869,5,148.043610,10.786,0.803858,[M-H]-,C12 PARENT,methionine,methionine,C5H11NO2S,0.740,1.133764,148.043610,5536640.50,3440314.25,4040209.25,2463675.25,4817396.50
,1869,1870,3,149.046844,10.776,0.758729,,C13-label-1,methionine,methionine,C5H11NO2S,0.730,1.945136,148.043610,289328.41,188447.61,214777.12,131265.70,248770.77
,1869,1871,0,150.050125,10.820,0.362989,,C13-label-2,methionine,methionine,C5H11NO2S,0.774,2.338894,148.043610,4677.68,2253.30,2921.10,766.40,3993.02
,1872,1872,5,148.990997,12.261,0.847112,[M-H]-,C12 PARENT,Thiodiacetic acid,Thiodiacetic acid,C4H6O4S,0.883,2.765175,148.990997,51739.62,39555.45,39652.02,48846.49,31447.44
,1873,1873,1,149.008926,13.504,0.746903,[M-H]-,C12 PARENT,Tartaric acid,Tartaric acid,C4H6O6,0.204,1.638427,149.008926,11284.10,23217.05,16423.60,14968.14,35579.08
,1874,1874,3,149.024170,3.320,0.713810,[M-H]-,C12 PARENT,Phenylglyoxylic acid,Phenylglyoxylic acid,C8H6O3,0.830,1.638259,149.024170,82637.49,54611.72,126268.81,88402.84,55680.57
,1874,1875,0,150.027542,3.371,0.079107,,C13-label-1,Phenylglyoxylic acid,Phenylglyoxylic acid,C8H6O3,0.881,1.525596,149.024170,10567.94,4945.64,15633.95,13163.34,5708.03
,1874,1876,0,152.035141,3.349,0.080018,,C13-label-3,Phenylglyoxylic acid,Phenylglyoxylic acid,C8H6O3,0.859,4.315652,149.024170,52328.22,41243.73,35250.43,92127.12,16492.36
,1877,1877,5,149.045334,7.630,0.738934,[M-H]-,C12 PARENT,ribose isomer 2,ribose isomer 2,C5H10O5,0.488,1.433274,149.045334,518904.84,351124.25,368028.03,282401.16,474461.00
,1877,1878,1,150.048676,7.630,0.543835,,C13-label-1,ribose isomer 2,ribose isomer 2,C5H10O5,0.488,1.525382,149.045334,26622.53,20717.02,24896.59,16279.31,27938.26
,1879,1879,5,149.045303,12.242,0.838142,[M-H]-,C12 PARENT,Ribose,Ribose,C5H10O5,1.642,1.638027,149.045303,1605903.38,1537115.62,1548421.88,1528846.62,1828783.50
,1879,1880,0,150.048676,12.276,0.283779,,C13-label-1,Ribose,Ribose,C5H10O5,1.676,1.525382,149.045303,81317.03,83074.87,74797.88,87112.71,92283.49
,1881,1881,5,149.045303,12.242,0.838142,[M-H]-,C12 PARENT,DL-Arabinose,DL-Arabinose,C5H10O5,1.642,1.638027,149.045303,1605903.38,1537115.62,1548421.88,1528846.62,1828783.50
